hcpcs_code,hcpcs_desc,tot_services,num_npi,num_per_npi
A4220,Refill kit for implantable infusion pump,177.0,1,177.0
75954,Radiological supervision and interpretation of repair of artery of pelvis procedure,176.0,1,176.0
Q9977,"Compounded Drug, Not Otherwise Classified",175.0,3,58.33
20922,Incision of deep thigh tissue for graft,175.0,2,87.5
61616,Excision of abnormal blood vessel at skull base or upper spine bones,174.0,6,29.0
92653,Evaluation of brain response to sound for diagnosis of nervous system disorders with interpretation and report,174.0,2,87.0
63003,Partial removal of bone with release of spinal cord or spinal nerves,174.0,3,58.0
99226,"Subsequent observation care, typically 35 minutes per day",174.0,8,21.75
95992,"Repositioning maneuvers for treatment of vertigo, per day",173.0,1,173.0
61782,Computer-assisted procedure outside the brain,172.0,5,34.4
95851,"Range of motion testing of arm, leg or each spine section",172.0,4,43.0
99235,Hospital observation or inpatient care moderate severity,171.0,5,34.2
76856,Ultrasound of pelvis,169.0,3,56.33
22534,"Fusion of middle or lower spine bones with removal of disc, lateral approach",167.0,2,83.5
62194,Replacement or irrigation of tube in membranes covering brain,166.0,2,83.0
64642,"Injection of chemical for destruction of nerve muscles on arm or leg, 1-4 muscles",164.0,1,164.0
14060,"Repair of wound of eyelids, nose, ears, or lips by transferring skin, 10.0 sq cm or less",164.0,1,164.0
77067,Mammography of both breasts,163.0,1,163.0
20902,Bone graft harvest,162.0,4,40.5
70546,MRA scan of head blood vessels before and after contrast,162.0,2,81.0
95940,"Continuous monitoring of nervous system during operation, each 15 minutes",162.0,1,162.0
62326,Insertion of indwelling catheter and administration of substance into spinal canal of lower back,162.0,1,162.0
62355,Removal of implanted catheter in spinal canal,161.0,4,40.25
73610,"X-ray of ankle, minimum of 3 views",161.0,1,161.0
95927,Insertion of needles and skin electrodes for measurement and recording of stimulated sites on the trunk or head,160.0,2,80.0
85576,Platelet function test,160.0,1,160.0
76536,Ultrasound scan of head and neck soft tissue,159.0,2,79.5
73718,MRI scan of leg,158.0,3,52.67
G0202,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (cad) when performed",158.0,1,158.0
92548,Test for balance and posture,157.0,3,52.33
34808,Insertion of device to block groin artery,157.0,1,157.0
34805,Repair of bulging (aneurysm) or tear in abdominal aorta,157.0,1,157.0
76800,Ultrasound of spinal canal,156.0,6,26.0
22103,"Partial removal of bone at back of spine, each additional segment",156.0,1,156.0
87635,Amplifed dna or rna probe detection of severe acute respiratory syndrome coronavirus 2 (covid-19) antigen,156.0,2,78.0
36215,Insertion of catheter into chest or arm artery,155.0,6,25.83
90662,Vaccine for influenza for injection into muscle,155.0,4,38.75
63001,Partial removal of bone with release of spinal cord or spinal nerves,154.0,7,22.0
99458,"Management using the results of remote vital sign monitoring per calendar month, each additional 20 minutes",154.0,3,51.33
82205,Barbiturates level,153.0,1,153.0
38221,Needle or trocar bone marrow biopsy,153.0,1,153.0
77418,Intensity modulated radiation treatment delivery,153.0,2,76.5
83992,PCP drug level,152.0,1,152.0
61750,"Stereotactic biopsy, aspiration, or excision of brain lesion",151.0,9,16.78
73522,"X-ray of both hips with pelvis, 3-4 views",151.0,8,18.88
73140,"X-ray of fingers, minimum of 2 views",150.0,1,150.0
82575,Creatinine clearance measurement to test for kidney function,150.0,1,150.0
96138,"Psychological or neuropsychological test administration and scoring by technician, first 30 minutes",150.0,3,50.0
0012A,Adm sarscov2 100mcg/0.5ml2nd,148.0,3,49.33
95907,"Nerve transmission studies, 1-2 studies",148.0,2,74.0
64727,Release of nerve requiring use of operating microscope,147.0,4,36.75
70557,"MRI scan of brain, during open brain procedure",147.0,2,73.5
G2065,"Comprehensive care management for a single high-risk disease services, e.g. principal care management, at least 30 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month with the following ele",147.0,1,147.0
99491,"Chronic care management services by qualified health care professional, 30 minutes or more per calendar month",145.0,1,145.0
72240,Radiological supervision and interpretation X-ray of upper spinal canal,145.0,5,29.0
14020,"Repair of wound of scalp, arms, or legs by transferring skin, 10.0 sq cm or less",145.0,1,145.0
64575,Incision to implant peripheral nerve neurostimulator electrodes,144.0,3,48.0
99217,Hospital observation care discharge,143.0,7,20.43
70373,Radiological supervision and interpretation X-ray of voice box,142.0,1,142.0
J2785,"Injection, regadenoson, 0. 1 mg",142.0,1,142.0
63087,Partial or complete removal of middle or lower spine bone with release of spinal cord or nerves,142.0,3,47.33
J3475,"Injection, magnesium sulfate, per 500 mg",142.0,1,142.0
15733,Creation of flap graft to head and/or neck,142.0,3,47.33
62142,Removal of bone flap or prosthesis from skull,141.0,3,47.0
G6015,"Intensity modulated treatment delivery, single or multiple fields/arcs,via narrow spatially and temporally modulated beams, binary, dynamic mlc, per treatment session",139.0,1,139.0
J1200,"Injection, diphenhydramine hcl, up to 50 mg",139.0,3,46.33
22110,Partial removal of spine bone and growth at upper spinal column,136.0,1,136.0
15732,Muscle flap wound repair at head and neck,136.0,3,45.33
73520,X-ray of hip minimum 2 views,135.0,5,27.0
61635,Insertion of stents in blood vessel of head,133.0,2,66.5
22855,Removal of anterior spinal instrumentation,133.0,7,19.0
G0425,"Telehealth consultation, emergency department or initial inpatient, typically 30 minutes communicating with the patient via telehealth",133.0,4,33.25
36482,"Chemical destruction of incompetent vein of arm or leg, accessed through the skin using imaging guidance",132.0,1,132.0
62305,X-ray of lower spinal canal with radiological supervision and interpretation,132.0,4,33.0
Q2036,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (flulaval)",132.0,1,132.0
77290,"Management of radiation therapy, simulation, complex",131.0,1,131.0
G0426,"Telehealth consultation, emergency department or initial inpatient, typically 50 minutes communicating with the patient via telehealth",129.0,5,25.8
22315,Closed treatment of broken and/or dislocated spine bones with casting and/or bracing with manipulation,129.0,3,43.0
G2010,"Remote evaluation of recorded video and/or images submitted by an established patient (e.g., store and forward), including interpretation with follow-up with the patient within 24 business hours, not originating from a related e/m service provided within t",127.0,5,25.4
97002,Physical therapy re-evaluation,126.0,4,31.5
73700,CT scan leg,125.0,4,31.25
70015,Imaging of brain and spinal cord,124.0,1,124.0
97116,"Walking training to 1 or more areas, each 15 minutes",124.0,1,124.0
73130,"X-ray of hand, minimum of 3 views",123.0,2,61.5
96101,Psychological testing with interpretation and report by psychologist or physician per hour,122.0,3,40.67
72081,"X-ray of entire middle and lower spine, 1 view",121.0,3,40.33
38206,Collection of stem cells for transplantation,119.0,2,59.5
64590,Insertion of peripheral or gastric neurostimulator generator,119.0,5,23.8
11981,Insertion of drug delivery implant into tissue,119.0,2,59.5
77263,"Management of radiation therapy, complex",118.0,1,118.0
97016,Application of blood vessel compression or decompression device to 1 or more areas,118.0,2,59.0
G2058,"Chronic care management services, each additional 20 minutes of clinical staff time directed by a physician or other qualified health care professional, per calendar month (list separately in addition to code for primary procedure). (do not report g2058 fo",118.0,2,59.0
22327,Open treatment of broken and/or dislocated middle spine bones,117.0,3,39.0
86328,"Test for detection of severe acute respiratory syndrome coronavirus 2 (covid-19) antibody, qualitative or semiquantitative",117.0,1,117.0
22808,"Fusion of spine bones for correction of deformity, anterior approach, 2 to 3 vertebral segments",116.0,2,58.0
61626,"Occlusion of head or neck artery, accessed through the skin",116.0,4,29.0
96120,Neuropsychological testing by a computer with interpretation and report by a qualified healthcare professional,116.0,1,116.0
95976,"Electronic analysis of implanted brain, spinal cord or peripheral stimulation device with simple cranial nerve stimulator programming",116.0,5,23.2
99449,"Telephone or internet assessment and management service provided by consultative physician, 31 minutes or more of medical consultative discussion and review",116.0,5,23.2
92082,Measurement of field of vision during daylight conditions,115.0,1,115.0
95714,"Measurement of brain wave activity with video (veeg), 12-26 hours",115.0,1,115.0
90791,Psychiatric diagnostic evaluation,115.0,1,115.0
77077,"Imaging of 2 or more joints, single view",114.0,1,114.0
62327,Insertion of indwelling catheter and administration of substance into spinal canal of lower back lower back using imaging guidance,114.0,2,57.0
A9500,"Technetium tc-99m sestamibi, diagnostic, per study dose",114.0,1,114.0
78300,Bone and joint imaging,114.0,1,114.0
73523,"X-ray of both hips with pelvis, minimum of 5 views",113.0,2,56.5
71260,Ct scan of chest with contrast,113.0,1,113.0
64415,"Injection of anesthetic agent, brachial (arm) nerve bundle",113.0,1,113.0
95990,Refilling and maintenance of implantable spinal or brain drug delivery pump or reservoir,111.0,3,37.0
61313,Aspiration of blood accumulation in brain,111.0,3,37.0
76506,Ultrasound of brain,111.0,1,111.0
22102,Removal of rear piece of lower spine bone,111.0,2,55.5
92545,Assessment and recording of abnormal eye movement while tracking moving object,110.0,3,36.67
L8683,Radiofrequency transmitter (external) for use with implantable neurostimulator radiofrequency receiver,109.0,3,36.33
95930,Measurement of nerve conduction using visual stimulation testing with report,108.0,1,108.0
93976,"Ultrasound limited scan of abdominal, pelvic, scrotal or abdominal cavity arterial inflow and venous outflow",107.0,2,53.5
94640,Respiratory inhaled pressure or nonpressure treatment to relieve airway obstruction or for sputum specimen,106.0,2,53.0
76380,CT scan limited or follow-up study,106.0,4,26.5
15750,Creation of nerve and blood vessel skin graft,106.0,2,53.0
20680,Removal of deep bone implant,105.0,3,35.0
88342,Tissue or cell analysis by immunologic technique,104.0,1,104.0
22326,Surgical treatment of broken or dislocated lower spine bone,103.0,7,14.71
92541,Observation and recording of abnormal eye movement,102.0,3,34.0
0217T,Injection of lower or sacral spine joint or nerve using ultrasound guidance,100.0,1,100.0
73725,MRA scan of leg blood vessels,99.0,1,99.0
64614,Injection of chemical for destruction of arms legs and/or torso muscles,99.0,2,49.5
0216T,Injection of lower or sacral spine joint or nerve using ultrasound guidance,99.0,1,99.0
76125,Imaging of organ,99.0,1,99.0
63664,Revision and replacement of spinal neurostimulator electrodes,98.0,4,24.5
93660,Evaluation of heart function using tilt table,97.0,1,97.0
73565,"X-ray of both knees, standing, front to back view",97.0,3,32.33
62329,Removal of cerebrospinal fluid with lower back spinal tap using imaging guidance,97.0,3,32.33
63277,Removal or biopsy of lower spine bone growth,96.0,4,24.0
17003,"Destruction of precancer skin growth, 2-14 growths",95.0,1,95.0
36012,Insertion of catheter into vein,94.0,1,94.0
96130,"Psychological testing evaluation by qualified health care professional, first 60 minutes",94.0,2,47.0
63268,Removal of growth of sacral spine bone outside spine membrane,93.0,2,46.5
22858,Insertion of artificial upper spine disc anterior approach,92.0,3,30.67
J7620,"Albuterol, up to 2. 5 mg and ipratropium bromide, up to 0. 5 mg, fda-approved final product, non-compounded, administered through dme",91.0,1,91.0
70559,"MRI scan of brain, during open brain procedure before and after contrast",91.0,3,30.33
99484,"Care management services for behavioral health conditions, 20 minutes or more clinical staff time directed by health care professional",91.0,3,30.33
0218T,Injection of lower or sacral spine joint or nerve using imaging guidance,91.0,1,91.0
95868,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on both sides of body,91.0,4,22.75
92544,Complex eye movement test while viewing objects in visual field,90.0,2,45.0
62146,Reconstruction and (up to 5 centimeter in diameter) graft of skull bone defect,90.0,2,45.0
95867,Needle measurement and recording of electrical activity of cranial nerve-supplied muscles on one side of body,90.0,2,45.0
51784,Non-needle measurement and recording of electrical activity of muscles at bladder and bowel openings,89.0,2,44.5
61680,Repair of abnormal artery-vein connection in brain,88.0,1,88.0
95827,"Measurement and recording of brain wave (EEG) activity, overnight",87.0,1,87.0
84443,"Blood test, thyroid stimulating hormone (TSH)",87.0,3,29.0
62280,Injection of substance into spinal canal to destroy nerve tissue,86.0,2,43.0
84403,Testosterone (hormone) level,86.0,2,43.0
21172,Repair of bony defect of forehead and eye bones,85.0,1,85.0
78452,Nuclear medicine study of vessels of heart using drugs or exercise multiple studies,84.0,1,84.0
J2800,"Injection, methocarbamol, up to 10 ml",84.0,1,84.0
J2550,"Injection, promethazine hcl, up to 50 mg",82.0,1,82.0
92060,Measurement of eye muscles to detect deviation of eyeball,82.0,1,82.0
95700,"Measurement of brain wave activity (eeg), continuous",82.0,1,82.0
L8679,"Implantable neurostimulator, pulse generator, any type",81.0,1,81.0
63088,"Removal of middle or lower spine bone with release of spinal cord or nerves, combined thoracolumbar approach",80.0,2,40.0
13102,Repair of wound of trunk,80.0,1,80.0
G0500,"Moderate sedation services provided by the same physician or other qualified health care professional performing a gastrointestinal endoscopic service that sedation supports, requiring the presence of an independent trained observer to assist in the monito",79.0,2,39.5
99415,"Extended office or other outpatient service by clinical staff, first hour",79.0,1,79.0
70030,X-ray of eye,78.0,2,39.0
20250,"Biopsy of spine bone at middle spinal column, open procedure",77.0,1,77.0
95905,Needle measurement and recording of movement and feeling with interpretation and report,77.0,2,38.5
85390,Coagulation function screening test with interpretation and report,76.0,1,76.0
61020,"Aspiration of spinal fluid for diagnosis from skull soft spot, burr hole, or catheter in brain",76.0,2,38.0
72149,MRI scan of lower spinal canal with contrast,76.0,1,76.0
63663,Revision and replacement of spinal neurostimulator electrodes,76.0,2,38.0
99316,"Nursing facility discharge management, more than 30 minutes",75.0,1,75.0
J2175,"Injection, meperidine hydrochloride, per 100 mg",75.0,1,75.0
85610,"Blood test, clotting time",74.0,3,24.67
93926,Ultrasound limited or study of arteries and arterial grafts of legs,74.0,2,37.0
82607,Cyanocobalamin (vitamin B-12) level,74.0,2,37.0
62365,Removal of spinal canal drug infusion pump or device,73.0,2,36.5
70547,MRA scan of neck blood vessels,73.0,1,73.0
61304,Exploration of the brain,72.0,1,72.0
73503,"X-ray of hip with pelvis, minimum of 4 views",72.0,2,36.0
21925,Biopsy of tissue of back or flank,71.0,2,35.5
86077,Blood bank physician services for cross-match evaluation and written report,71.0,1,71.0
97022,Application of whirlpool therapy,71.0,2,35.5
64451,Injection of anesthetic agent and/or steroid into spine and pelvis nerve using imaging guidance,69.0,3,23.0
G0009,Administration of pneumococcal vaccine,69.0,3,23.0
99156,"Moderate sedation services by physician not performing a procedure, patient 5 years of age or older, first 15 minutes",69.0,2,34.5
G0396,"Alcohol and/or substance (other than tobacco) misuse structured assessment (e.g., audit, dast), and brief intervention 15 to 30 minutes",69.0,1,69.0
99236,"Hospital observation or inpatient care high severity, 55 minutes per day",68.0,3,22.67
88305,"Pathology examination of tissue using a microscope, intermediate complexity",67.0,1,67.0
22522,Injection of cement into additional body of lower spine bone,67.0,3,22.33
22810,"Fusion of spine bones for correction of deformity, anterior approach, 4 to 7 vertebral segments",67.0,1,67.0
99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",66.0,2,33.0
96119,Neuropsychological testing by technician with interpretation and report by a qualified healthcare professional per hour,66.0,1,66.0
13160,Second repair of surgical wound,66.0,2,33.0
92250,Photography of the retina,65.0,1,65.0
22116,Partial removal of spine bone and growth in spinal column,65.0,1,65.0
J7120,"Ringers lactate infusion, up to 1000 cc",65.0,1,65.0
11101,"Biopsy of each additional growth of skin, tissue, or mouth",63.0,1,63.0
84270,Sex hormone binding globulin (protein) level,63.0,1,63.0
11100,"Biopsy of single growth of skin, tissue, or mouth",63.0,1,63.0
15260,"Full thickness skin graft to nose, ears, eyelids, or lips, 20.0 sq cm or less",62.0,1,62.0
64568,Implantation of cranial nerve neurostimulator electrodes and generator,62.0,5,12.4
95887,Needle measurement and recording of electrical activity of head or trunk muscles,62.0,1,62.0
75870,Radiological supervision and interpretation of imaging of vein system of head,62.0,1,62.0
61581,Removal of nasal sinuses to approach brain lesion with the removal of the maxilla or eyeball,62.0,1,62.0
84439,Thyroxine (thyroid chemical) measurement,60.0,1,60.0
76857,Limited ultrasound scan of pelvis,60.0,1,60.0
62147,Reconstruction and (larger than 5 centimeter in diameter) graft of skull bone defect,60.0,3,20.0
84481,"Thyroid hormone, T3 measurement",60.0,1,60.0
34707,Placement of graft for repair of groin artery including radiological supervision and interpretation,60.0,1,60.0
G0452,Molecular pathology procedure; physician interpretation and report,59.0,2,29.5
82533,Cortisol (hormone) measurement,59.0,1,59.0
91122,Study of anorectal pressure generated by muscles surrounding anus (sphincter),58.0,2,29.0
21932,Removal (less than 5 centimeters) muscle growth of back or flank,58.0,1,58.0
72197,Mri scan of pelvis before and after contrast,58.0,2,29.0
95865,Needle measurement and recording of electrical activity of muscles of voice box,58.0,1,58.0
96360,Hydration infusion into a vein 31 minutes to 1 hour,57.0,1,57.0
96160,Administration and interpretation of patient-focused health risk assessment,57.0,1,57.0
0241U,Nfct ds vir resp rna 4 trgt,57.0,3,19.0
93307,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",57.0,1,57.0
97165,"Evaluation for occupational therapy, typically 30 minutes",56.0,1,56.0
73500,"X-ray of hip on one side of body, 1 view",56.0,1,56.0
22870,Insertion of stabilizing or separating device into lower spine at second level,56.0,1,56.0
96156,"Health behavior assessment, or re-assessment",56.0,1,56.0
92240,Examination of eye using an endoscope,55.0,2,27.5
63709,Repair of spinal fluid leak,54.0,3,18.0
97164,"Re-evaluation of physical therapy, typically 20 minutes",54.0,3,18.0
22595,"Fusion of spine bones at skull base, posterior approach",53.0,3,17.67
90732,"Vaccine for pneumococcal polysaccharide for injection beneath the skin or into muscle, patient 2 years or older",53.0,2,26.5
92511,Examination of the nose and throat using an endoscope,53.0,1,53.0
72074,"X-ray of middle spine, minimum of 4 views",52.0,3,17.33
70491,Ct scan of neck with contrast,52.0,1,52.0
63266,Removal of growth of middle spine bone outside spine membrane,52.0,1,52.0
62161,Release of brain scar tissue or cyst drainage using an endoscope,52.0,2,26.0
99334,"Established patient custodial care facility, group care, or assisted living visit, typically 15 minutes",52.0,1,52.0
92134,Diagnostic imaging of retina,51.0,1,51.0
61026,"Aspiration of spinal fluid and injection into skull soft spot, burr hole, or catheter in ventricle of brain",51.0,3,17.0
38232,Harvest of patient bone marrow for transplantation,51.0,2,25.5
62201,Stereotactic creation of spinal fluid drainage tract in the brain using an endoscope,51.0,2,25.5
61791,Stereotactic creation of brainstem lesion,50.0,1,50.0
Q4206,"Fluid flow or fluid gf, 1 cc",50.0,1,50.0
J3360,"Injection, diazepam, up to 5 mg",50.0,1,50.0
64644,"Injection of chemical for paralysis of nerve muscles on arm or leg, 5 or more muscles, first extremity",50.0,2,25.0
36200,Insertion of catheter into aorta,49.0,3,16.33
63040,Re-exploration of spine repair with release of upper spinal cord or nerves,49.0,1,49.0
99421,"Online digital evaluation and management service, for an established patient, for up to 7 days, cumulative time during the 7 days; 5-10 minutes",48.0,2,24.0
63741,"Creation of spinal fluid shunt, accessed through the skin",48.0,3,16.0
73080,"X-ray of elbow, minimum of 3 views",48.0,1,48.0
13132,"Complicated repair of wound of forehead, cheeks, chin, mouth, neck, underarms, genitals, hands, or feet, 2.6-7.5 cm",47.0,1,47.0
63200,Removal of lower spine bone with release of frayed spinal cord,47.0,2,23.5
27369,Injection of contrast for imaging of knee joint,47.0,1,47.0
63272,Removal of lower spine bone and growth,47.0,2,23.5
15220,"Full thickness skin graft to scalp, arms, or legs, 20.0 sq cm or less",47.0,1,47.0
99335,"Established patient custodial care facility, group care, or assisted living visit, typically 25 minutes",46.0,1,46.0
63265,Removal of upper spine bone and growth,46.0,1,46.0
85730,Coagulation assessment blood test,46.0,2,23.0
81025,Urine pregnancy test,46.0,1,46.0
98966,"Telephone medical discussion provided by nonphysician professional, 5-10 minutes",45.0,1,45.0
99342,"New patient home visit, typically 30 minutes",45.0,1,45.0
76641,Ultrasound of one breast,44.0,1,44.0
63101,"Removal of middle spine bone with release of spinal cord and/or nerves, lateral extracavitary approach",44.0,4,11.0
62287,"Aspiration of lower spine disc, accessed through the skin",43.0,1,43.0
99157,"Moderate sedation services by physician not performing a procedure, each additional 15 minutes",43.0,1,43.0
73070,"X-ray of elbow, 2 views",42.0,1,42.0
63308,Removal of spine bone growth,41.0,1,41.0
G0297,Low dose ct scan (ldct) for lung cancer screening,41.0,1,41.0
22210,Incision of spine to correct deformity at upper spinal column,41.0,2,20.5
77052,Computer analysis of screening mammogram to assist detection of cancer,41.0,1,41.0
64510,"Injection of anesthetic agent, sympathetic nerve bundle",40.0,1,40.0
61108,Aspiration or drainage of blood accumulation in brain,40.0,2,20.0
97607,"Therapy procedure using a special bandage, vacuum pump and disposable medical equipment, surface area 50.0 sq cm or less",38.0,1,38.0
95869,Needle measurement of electrical activity in middle spine muscles,38.0,1,38.0
11960,Insertion of tissue expanders,37.0,1,37.0
61596,Removal of skull bone behind ear to approach brain lesion,37.0,1,37.0
95722,"Continuous measurement of brain wave activity with video (veeg), 37-60 hours, with health care professional analysis, interpretation and report",36.0,1,36.0
88333,Pathology examination of tissue specimen during surgery,36.0,1,36.0
90686,Vaccine for influenza administered into muscle to individuals 3 years of age and older,36.0,2,18.0
70554,Functional MRI scan of brain,35.0,1,35.0
G0206,"Diagnostic mammography, producing direct digital image, unilateral, all views",35.0,1,35.0
77413,"Radiation treatment delivery, three or more treatment areas",35.0,1,35.0
61520,Removal of bone from skull for removal of eighth cranial nerve brain tumor,34.0,2,17.0
31288,Removal of nasal sinus tissue using an endoscope,34.0,1,34.0
99344,"New patient home visit, typically 60 minutes",34.0,2,17.0
93308,Follow-up or limited ultrasound examination of heart,34.0,1,34.0
64628,"Heat destruction of intraosseous basivertebral nerve in bones of spine in lower back, first two bones",33.0,2,16.5
52000,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,33.0,1,33.0
72220,"X-ray of pelvis, minimum of 2 views",33.0,2,16.5
96366,"Infusion into a vein for therapy, prevention, or diagnosis",33.0,1,33.0
96361,Hydration infusion into a vein,33.0,1,33.0
64625,Destruction of nerves supplying joint between spine and pelvis using imaging guidance,33.0,2,16.5
92586,"Placement of scalp electrodes for assessment and recording of responses from several areas of the nerve-brain hearing system, infant",32.0,1,32.0
00630,Anesthesia for procedure on lower spine,32.0,1,32.0
17000,"Destruction of precancer skin growth, 1 growth",32.0,1,32.0
70486,Ct scan of face without contrast,32.0,1,32.0
64910,Repair of nerve with graft,31.0,1,31.0
76645,Ultrasound of breasts,31.0,1,31.0
22505,Manipulation of spine under anesthesia,30.0,1,30.0
99359,Prolonged patient service without direct patient contact each 30 minutes beyond first hour,30.0,1,30.0
77321,Radiation therapy total body port plan,29.0,1,29.0
11102,"Biopsy of related skin growth, first growth",29.0,1,29.0
99336,"Established patient custodial care facility, group care, or assisted living visit, typically 40 minutes",29.0,1,29.0
75736,Radiological supervision and interpretation of imaging of artery of pelvis,29.0,1,29.0
72190,"X-ray of pelvis, minimum of 3 views",29.0,2,14.5
14061,"Repair of wound of eyelids, nose, ears, or lips by transferring skin, 10.1-30.0 sq cm",29.0,1,29.0
64647,"Injection of chemical for destruction of nerve muscles on trunk, 6 or more muscles",29.0,1,29.0
88173,Evaluation of fine needle aspirate with interpretation and report,28.0,1,28.0
99495,"Transitional care management services, moderately complexity, requiring face-to-face visits within 14 days of discharge",28.0,1,28.0
43762,Replacement of stomach stoma tube accessed through skin,28.0,1,28.0
15738,Muscle flap wound repair of leg,28.0,1,28.0
86580,Skin test for tuberculosis,28.0,1,28.0
31600,Opening of windpipe through neck for insertion of breathing tube,28.0,2,14.0
Q9954,"Oral magnetic resonance contrast agent, per 100 ml",28.0,1,28.0
82948,Blood glucose (sugar) measurement using reagent strip,28.0,1,28.0
63295,Reconstruction of spine bone following spinal procedure,28.0,1,28.0
61735,"Creation of brain lesion by stereotactic method, other than globus pallidus or thalamus",28.0,2,14.0
88172,Evaluation of fine needle aspirate,28.0,1,28.0
99489,Complex chronic care management services each additional 30 minutes clinical staff time,27.0,1,27.0
0001A,Adm sarscov2 30mcg/0.3ml 1st,27.0,1,27.0
22114,Partial removal of spine bone and growth at lower spinal column,27.0,1,27.0
90656,"Vaccine for influenza injection into muscle, patient 3 years and older",27.0,1,27.0
11047,"Removal of bone, each additional 20.0 sq cm or less",27.0,1,27.0
49324,Insertion of abdominal cavity catheter using an endoscope,27.0,1,27.0
0172T,Insertion of lower spine spinous process distraction device using imaging guidance,27.0,2,13.5
22206,Incision or removal of segment of middle spine bone to correct deformity,27.0,1,27.0
G0437,"Smoking and tobacco cessation counseling visit for the asymptomatic patient; intensive, greater than 10 minutes",26.0,2,13.0
63016,Partial removal of bone with release of spinal cord or spinal nerves,26.0,1,26.0
G0399,"Home sleep test (hst) with type iii portable monitor, unattended; minimum of 4 channels: 2 respiratory movement/airflow, 1 ecg/heart rate and 1 oxygen saturation",26.0,1,26.0
33533,Heart artery bypass to repair one artery,26.0,1,26.0
96374,"Injection of drug or substance into a vein for therapy, diagnosis, or prevention",25.0,2,12.5
20985,Computer-assisted surgical navigational procedure for bone procedures,25.0,2,12.5
63190,Removal of spine bone with severing of nerve roots,25.0,1,25.0
82670,Estradiol (hormone) level,25.0,1,25.0
73660,"X-ray of toes, minimum of 2 views",25.0,1,25.0
22556,"Fusion of middle spine bones with removal of disc, anterior approach",25.0,2,12.5
27324,"Biopsy of thigh or knee region tissue, deep",25.0,2,12.5
22586,Fusion of spine bones with removal of disc at lower spinal column with posterior instrumentation and image guidance,25.0,1,25.0
99452,"Telephone or internet referral service, 30 minutes",25.0,1,25.0
94621,Test for exercise-induced heart and lung stress,24.0,2,12.0
31051,Removal of nasal polyps,24.0,1,24.0
93018,"Exercise or drug-induced heart and blood vessel stress test with ekg monitoring, physician interpretation and report",24.0,2,12.0
76775,"Ultrasound behind abdominal cavity, limited",24.0,1,24.0
63271,Removal of middle spine bone and growth,24.0,1,24.0
27130,Replacement of thigh bone and hip joint prosthesis,24.0,1,24.0
96139,"Psychological or neuropsychological test administration and scoring by technician, additional 30 minutes",24.0,1,24.0
49425,Insertion of shunt from jugular vein to abdominal cavity,24.0,1,24.0
83002,"Gonadotropin, luteinizing (reproductive hormone) level",24.0,1,24.0
83001,"Gonadotropin, follicle stimulating (reproductive hormone) level",24.0,1,24.0
Q9960,"High osmolar contrast material, 200-249 mg/ml iodine concentration, per ml",23.0,1,23.0
22532,"Fusion of middle spine bones with removal of disc, lateral approach",23.0,2,11.5
22319,Open treatment of broken and/or dislocated upper spine bones with bone graft,22.0,2,11.0
37236,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",22.0,1,22.0
22590,"Fusion of first two upper spine bones of spinal column, posterior approach",22.0,2,11.0
0213T,Injection of upper or middle spine joint or nerve using ultrasound guidance,22.0,1,22.0
0214T,Injection of upper or middle spine joint or nerve using ultrasound guidance,22.0,1,22.0
64565,"Implantation of muscular tissue neurostimulator electrodes, accessed through the skin",22.0,1,22.0
01402,Anesthesia for total knee joint replacement,22.0,1,22.0
75820,Radiological supervision and interpretation of imaging of vein of one arm or leg,22.0,1,22.0
31294,Decompression of optic nerve using an endoscope,22.0,1,22.0
10022,Fine needle aspiration using imaging guidance,22.0,1,22.0
0334T,Sacroiliac joint stabilization for fusion,22.0,1,22.0
82947,Blood glucose (sugar) level,21.0,1,21.0
36005,Injection for X-ray imaging procedure on veins of arm or leg,21.0,1,21.0
11103,"Biopsy of related skin growth, each additional growth",21.0,1,21.0
95872,Needle measurement and recording electrical activity of muscles including jitter blocking and/or fiber density using single electrode,21.0,1,21.0
64629,Heat destruction of intraosseous basivertebral nerve in additional bone of spine in lower back,20.0,1,20.0
96450,Chemotherapy administration into spinal canal requiring spinal tap,20.0,1,20.0
90688,"Vaccine for influenza for administration into muscle, 0.5 ml dosage",19.0,1,19.0
73020,"X-ray of shoulder, 1 view",19.0,1,19.0
77373,Stereotactic body radiation therapy 1 or more lesions using imaging guidance,19.0,1,19.0
0031A,Adm sarscov2 vac ad26 .5ml,19.0,1,19.0
64818,Removal of lower spine sympathetic nerves,18.0,1,18.0
00790,Anesthesia for procedure in upper abdomen including use of an endoscope,18.0,1,18.0
37185,"Removal of blood clot and injections to dissolve blood clot from artery or arterial graft using fluoroscopic guidance, accessed through the skin",18.0,1,18.0
64550,Application of skin surface neurostimulator electrodes,18.0,1,18.0
